longSMA,tpd,ntp,lev,stop,sltp,maxdist,gidx,port_growth,port_posMo%,port_worstM%,port_DDmonthly%,BTC_growth,BTC_dd,BTC_green,BTC_ntr,ETH_growth,ETH_dd,ETH_green,ETH_ntr,XRP_growth,XRP_dd,XRP_green,XRP_ntr,BNB_growth,BNB_dd,BNB_green,BNB_ntr,trades_day,disp_minmax,eth_platform_ret_est%
2800,0.27,15,1.0,0.008,2,0.0075,11243744,102.73106952626618,62.365591397849464,-16.531944836223676,20.653592109990587,35.7961728615372,30.29104876543533,51.80722891566265,3226.0,470.07458842299684,32.365258742152,53.84615384615385,2660.0,6.154336085592422,73.7432181196026,49.42528735632184,4049.0,16.08989879691155,77.13595877503356,41.86046511627907,3777.0,4.692677364409215,0.013092254372309186,21321.514
2800,0.29,13,1.0,0.008,2,0.0075,11282048,102.6368604717481,62.365591397849464,-16.531944836223676,20.79942112735307,37.009774227427606,30.65471947614377,51.80722891566265,3226.0,486.46575729211605,32.36525874215199,53.84615384615385,2660.0,6.247463536214479,74.44202644609538,48.275862068965516,4048.0,15.689313376775804,77.96275337655058,41.86046511627907,3777.0,4.692335132979488,0.012842555601427384,22066.586
2100,0.3,15,1.0,0.017,2,0.015,7139962,102.43315751284723,63.44086021505376,-21.896168226763308,21.896168226763297,42.42160785817431,52.365652758250846,54.34782608695652,3983.0,465.0239030145935,36.83773376986587,60.0,3534.0,2.2498713055496493,82.26492214307677,47.82608695652174,4988.0,9.51154206815612,63.697847185470934,47.31182795698925,4228.0,5.726558513612849,0.004838184211530828,21091.941
2800,0.28,15,1.0,0.018,2,0.0075,11264504,102.33288665711936,62.365591397849464,-17.46904287276553,22.64048503549602,43.529327919602714,33.832477981175934,53.01204819277108,3219.0,523.5336145045273,32.01452728388992,60.256410256410255,2657.0,4.786198950331087,78.53432688693836,49.42528735632184,4043.0,16.394448934916056,79.36699520764539,43.529411764705884,3781.0,4.688570587252497,0.00914210438017576,23751.473
2700,0.29,15,1.0,0.018,2,0.0075,10689944,102.31794548579177,63.44086021505376,-16.75244435002061,18.256153481766933,32.964090933552036,31.448015859426697,51.19047619047619,3431.0,810.7252689107047,30.771163343285714,60.0,2801.0,2.659834195406022,82.43474460954833,44.31818181818182,4287.0,16.026304253398482,76.25479523037964,43.02325581395349,3789.0,4.896647296526185,0.0032808083051115346,36859.9
2100,0.3,15,1.0,0.017,4,0.015,7139974,102.24425393440328,63.44086021505376,-21.896168226763308,21.896168226763297,41.57265983466703,52.36565275825084,54.34782608695652,3982.0,453.61934360863034,36.8377337698658,60.0,3528.0,2.322116173083771,82.24569878155718,47.82608695652174,4983.0,9.480186899835264,63.66811478060197,47.31182795698925,4226.0,5.7217672735966785,0.005119085430993493,20573.566
2100,0.3,15,1.0,0.017,1,0.015,7139956,101.98149646424665,62.365591397849464,-21.89616822676327,21.896168226763265,41.65854802936867,52.365652758250924,54.34782608695652,3993.0,443.9014906037663,36.99845673287466,60.0,3554.0,2.2152015634577378,82.18025643952276,47.31182795698925,5002.0,10.806892431282924,63.65937159012036,47.31182795698925,4240.0,5.745723473677531,0.004990299898395841,20131.793
2700,0.28,15,1.0,0.018,2,0.0075,10669424,101.84445207694968,63.44086021505376,-16.75244435002059,17.998756838300398,32.34723677375265,31.448015859426704,51.19047619047619,3431.0,781.9262764230589,30.771163343285686,60.0,2801.0,2.868233770705109,82.2643754255797,44.31818181818182,4287.0,16.26570460685504,75.5589406823932,44.18604651162791,3789.0,4.896647296526185,0.0036681639397334433,35548.883
2100,0.3,15,1.0,0.017,3,0.015,7139968,101.82486379595426,63.44086021505376,-21.89616822676328,21.896168226763283,41.57265983466703,52.36565275825084,54.34782608695652,3982.0,454.70527045500603,36.83773376986586,60.0,3529.0,2.294644325042632,82.24569878155718,47.82608695652174,4984.0,9.445106285867368,63.668114780602146,47.31182795698925,4227.0,5.722793967885858,0.0050464432108879445,20622.91
1700,0.3,14,1.0,0.005,3,0.0,4757988,101.75981791680434,63.829787234042556,-17.59899464816261,18.390273769397552,18.477942204000858,49.75752924281554,53.26086956521739,4867.0,259.96429197750535,36.94771690099641,55.913978494623656,4334.0,5.731853753677228,80.38796208505225,51.08695652173913,6157.0,32.7504701389676,62.900903174836984,53.763440860215056,4865.0,6.920946203358193,0.022048619485683842,11751.92
2800,0.28,15,1.0,0.019,2,0.0075,11264528,101.75522584505931,62.365591397849464,-17.52660871554258,22.52711191374328,44.27751624449429,33.351160833367544,53.01204819277108,3216.0,511.81563892947696,32.01452728388988,60.256410256410255,2656.0,4.73391890929426,78.76389583157102,49.42528735632184,4042.0,16.232260238388456,79.5136250918812,43.529411764705884,3780.0,4.686517198674139,0.009249265847358265,23218.86
2000,0.3,15,1.0,0.011,2,0.005,6544735,101.61072900315587,63.829787234042556,-19.678490451508843,19.67849045150885,31.736988925030868,40.10539542538571,52.17391304347826,4015.0,433.07956758081895,36.68617345692295,52.747252747252745,3742.0,2.761847117249928,73.58848999962918,45.05494505494506,4925.0,17.127380270622115,63.2442165451853,50.0,4189.0,5.773786450915101,0.006377227936837558,19640.016
